Day fraction since midnight on 	Accumulator Pressure (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.65175624	16004.70117	0.329495192	28888.08398	0.044102191
0.651767822	15989.73926	0.321044475	28888.08398	0.04409877
0.651779374	15990.77246	0.318935841	28949.04883	0.044108449
0.651790951	16009.38281	0.313845754	28949.04883	0.044021897
0.651802541	16004.84277	0.292068124	28949.04883	0.043995379
0.651814095	15994.04297	0.331542969	28949.04883	0.043929542
0.651825685	16040.25586	0.302928299	28949.04883	0.04407636
0.65183727	16021.23828	0.291676879	28969.6582	0.044057307
0.651848818	15993.89258	0.287647069	28969.6582	0.04397616
0.651860398	16017.21777	0.285521895	28969.6582	0.044044624
0.651871963	15996.33789	0.276009351	28969.6582	0.044013192
0.651883533	16003.19141	0.273103207	28969.6582	0.043953083
0.65189511	16002.52051	0.273511112	29008.89648	0.043995438
0.65190671	16032.28516	0.270527542	29008.89648	0.04395046
0.65191826	15995.26074	0.270599455	29008.89648	0.043900431
0.651929864	16020.28125	0.2690714	29008.89648	0.043904101
0.651941437	15995.49121	0.266610503	29008.89648	0.043945106
0.651953011	16018.53027	0.260326892	29028.14453	0.043856703
0.651964564	15993.38184	0.26400575	29028.14453	0.043881272
0.651976139	16034.94434	0.265497595	29028.14453	0.043961801
0.651987722	16019.34863	0.268865526	29028.14453	0.043896471
0.651999277	15977.09375	0.266819984	29028.14453	0.043788168
0.652010861	15984.04688	0.265718103	29038.36914	0.043789093
0.652022436	15995.28418	0.262371481	29038.36914	0.043846109
0.652034008	16000.60059	0.262156487	29038.36914	0.043844422
0.652045579	15958.62793	0.262052804	29038.36914	0.043784309
0.652057158	16010.78906	0.262475252	29038.36914	0.043873742
0.652068751	15966.17578	0.261402786	29077.22266	0.043813479
0.652080325	16021.7998	0.261962771	29077.22266	0.043814371
0.652091892	15985.74707	0.261845142	29077.22266	0.043771375
0.652103452	15986.1748	0.261583477	29077.22266	0.043775766
0.652115034	16016.0166	0.261584133	29077.22266	0.043844772
0.652126596	15984.47656	0.262577891	29083.64063	0.043792609
0.652138164	16020.90723	0.261111975	29083.64063	0.043828006
0.652149746	16013.75684	0.260800928	29083.64063	0.043826333
0.652161346	15985.43555	0.261423439	29083.64063	0.043737427
0.652172897	15996.6709	0.251646102	29083.64063	0.043788298
0.652184271	16004.1748	0.261061996	29083.64063	0.043741862
0.652196042	16008.28906	0.261963576	29110.65625	0.043715678
0.652207613	16002.5752	0.261533111	29110.65625	0.043730634
0.652219186	15984.58301	0.261997998	29110.65625	0.043671781
0.652230802	15984.69629	0.262999028	29110.65625	0.04368126
