Day fraction since midnight on 	Accumulator Pressure (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.590251622	4456.905273	8.67305088	30711.95703	0.052653351
0.590263212	4828.910645	8.660992622	30711.95703	0.052969949
0.590274767	4679.075195	8.701812744	30711.95703	0.052738064
0.590286336	4666.703125	8.679987907	30711.95703	0.052723729
0.590297909	4612.921875	8.674367905	30711.95703	0.052676988
0.590309507	4501.380371	8.674244881	30774.5293	0.052515995
0.590321075	4632.282715	8.676115036	30774.5293	0.052703725
0.590332634	4781.577637	8.670307159	30774.5293	0.05275477
0.590344207	4762.720703	8.674488068	30774.5293	0.052767702
0.590355778	5000.808594	8.682038307	30774.5293	0.053018575
0.590367357	5222.46582	8.675160408	30800.41797	0.053209378
0.590378929	5162.370605	8.677715302	30800.41797	0.053099836
0.590390513	5216.189941	8.676222801	30800.41797	0.053177713
0.590402078	5303.765625	8.677491188	30800.41797	0.053237866
0.590413659	5332.865723	8.674258232	30800.41797	0.053277149
0.590425224	5327.98877	8.678919792	30842.70508	0.053163827
0.590436806	4992.038086	8.674118042	30842.70508	0.052855263
0.590448389	4849.036133	8.673997879	30842.70508	0.052840078
0.590459949	4824.790527	8.678473473	30842.70508	0.052793597
0.590471521	5053.082031	8.676803589	30842.70508	0.052983529
0.590483093	5213.258301	8.682347298	30877.70703	0.053036722
0.590494676	5253.780762	8.676032066	30877.70703	0.053087305
0.590506253	5170.124023	8.681541443	30877.70703	0.052943907
0.590517849	5297.613281	8.679932594	30877.70703	0.053213589
0.590529392	5532.303223	8.676119804	30877.70703	0.053364561
0.590540975	5314.130371	8.67800045	30875.69922	0.053128609
0.590552552	5148.708984	8.679177284	30875.69922	0.052915932
0.590564141	5586.214355	8.680056572	30875.69922	0.053661003
0.590575685	6389.504395	8.681869507	30875.69922	0.054387496
0.590587268	7074.551758	8.682677269	30875.69922	0.055029064
0.590598845	7434.361816	8.680851936	30904.89258	0.055282137
0.590610426	7019.785645	8.68441391	30904.89258	0.054725382
0.59062199	6856.354004	8.677969933	30904.89258	0.05456516
0.590633562	6426.73584	8.69128418	30904.89258	0.05409631
0.59064515	6212.57666	8.679814339	30904.89258	0.053929581
0.590656737	5755.653809	8.683922768	30919.04688	0.053444788
0.590668291	5417.924805	8.68369484	30919.04688	0.053156342
0.590679852	5103.000977	8.680587769	30919.04688	0.052845417
0.590691435	4932.333008	8.681369782	30919.04688	0.05274516
0.590703006	5137.40625	8.683332443	30919.04688	0.05301048
0.590714585	5231.049805	8.685533524	30967.0332	0.052966172
0.590726177	5318.174805	8.684551239	30967.0332	0.05304817
0.590737731	5261.945801	8.697232246	30967.0332	0.052950872
0.590749309	5337.075195	8.704558373	30967.0332	0.05311626
0.590760889	5356.058105	8.688138962	30967.0332	0.05307891
0.590772457	5507.88916	8.676551819	30986.58594	0.053287072
0.590784032	5475.447754	8.683098793	30986.58594	0.053099153
0.5907956	5473.285156	8.681808472	30986.58594	0.053167673
0.59080718	5513.415527	8.677917481	30986.58594	0.053219006
0.590818768	5635.877441	8.68284893	30986.58594	0.053349774
0.590830344	5512.235352	8.678661346	31029.83984	0.053105696
0.590841901	5185.659668	8.681145668	31029.83984	0.05280163
0.590853472	4987.958984	8.682195664	31029.83984	0.052601606
0.590865043	5017.050293	8.681353569	31029.83984	0.052733115
0.590876635	4975.927734	8.685667992	31029.83984	0.052738158
0.590888212	5136.089355	8.680846214	31063.48438	0.052740457
0.59089978	4881.835938	8.684558868	31063.48438	0.052501048
0.590911347	4777.915039	8.680901527	31063.48438	0.0524805
0.590922912	4886.808594	8.684174538	31063.48438	0.052570662
0.590934505	4884.23877	8.68569088	31063.48438	0.052490909
0.590946083	4592.212402	8.683281899	31129.29883	0.052179041
0.590957661	4416.11084	8.683427811	31129.29883	0.052027571
0.590969217	4612.384277	8.684738159	31129.29883	0.052276061
0.590980797	4774.374512	8.673811913	31129.29883	0.052332299
0.59099236	4768.04834	8.665726662	31129.29883	0.052445838
0.59100394	5051.499512	8.680034638	31198.01172	0.052599626
0.591015506	5282.694824	8.681167603	31198.01172	0.05278156
0.591027076	5249.702637	8.683563232	31198.01172	0.052655556
0.591038648	5213.710449	8.684891701	31198.01172	0.052747884
0.591050223	5468.92041	8.683737755	31198.01172	0.052989471
0.591061812	5265.480957	8.680386543	31246.9707	0.052598024
0.591073374	5042.136719	8.685808182	31246.9707	0.052423741
0.591084943	4929.950684	8.686195374	31246.9707	0.052425078
0.591096527	5027.713867	8.685033798	31246.9707	0.05242578
0.591108109	5081.063477	8.684206009	31246.9707	0.052521144
0.591119696	4950.87793	8.684244156	31290.70508	0.052378004
0.591131262	4910.416992	8.683776856	31290.70508	0.052356941
0.59114285	5112.836426	8.681672096	31290.70508	0.052558768
0.591154389	5560.503906	8.686254501	31290.70508	0.053083608
0.59116598	6318.492676	8.688876152	31290.70508	0.053788169
0.591177566	6990.106445	8.683693886	31355.71484	0.054346483
0.591189136	7506.282715	8.684269905	31355.71484	0.054806334
0.591200688	7712.206543	8.684918404	31355.71484	0.054926249
0.591212278	7227.334473	8.686905861	31355.71484	0.054399671
0.591223848	7086.835449	8.682463646	31355.71484	0.054242931
0.591235426	6802.6875	8.682055473	31415.66992	0.053882005
0.591247	6563.879883	8.682839394	31415.66992	0.05369995
0.591258555	6498.63623	8.682559967	31415.66992	0.053611969
0.591270129	6338.374023	8.681653976	31415.66992	0.053386893
0.591281722	6295.493652	8.68174839	31415.66992	0.053447295
0.591293303	5995.947266	8.683239937	31497.39258	0.053149322
0.59130486	6035.439941	8.691337585	31497.39258	0.05311341
0.591316447	5947.160645	8.686297417	31497.39258	0.052999583
0.591327994	5992.930176	8.689826012	31497.39258	0.053108047
0.591339602	5993.437012	8.68662262	31497.39258	0.053006132
0.591351181	5633.013184	8.683169365	31533.5	0.052592672
0.591362752	5542.547363	8.684453011	31533.5	0.052601013
0.591374316	5617.743164	8.687988281	31533.5	0.052683523
0.591385885	5539.123535	8.684265137	31533.5	0.052547949
0.591397466	5536.138672	8.683318138	31533.5	0.05264046
0.591409029	5443.814453	8.68514061	31603.04492	0.052421574
0.591420599	5616.014648	8.684577942	31603.04492	0.052684932
0.591432187	5910.282715	8.683261871	31603.04492	0.052923586
0.591443742	5965.343262	8.684344292	31603.04492	0.052891474
0.591455318	5958.767578	8.686846733	31603.04492	0.052925535
0.591466889	5903.007324	8.686607361	31662.84375	0.052831857
0.591478505	6334.263672	8.683590889	31662.84375	0.053327726
0.591490052	6702.118164	8.685165405	31662.84375	0.053568306
0.591501651	6641.549316	8.688799858	31662.84375	0.053460723
0.591513209	6468.169922	8.686532974	31662.84375	0.053325289
0.591524776	6314.91748	8.687815666	31733.0957	0.053047064
0.591536355	6212.111328	8.686008453	31733.0957	0.052999149
0.591547915	5947.368164	8.683829308	31733.0957	0.052753473
0.591559494	5792.02832	8.689535141	31733.0957	0.052539234
0.59157109	5690.424316	8.690853119	31733.0957	0.052516185
0.591582637	5533.606934	8.686975479	31784.98047	0.052301486
0.591594234	5352.437988	8.693757057	31784.98047	0.0521925
0.59160578	5212.296387	8.686834335	31784.98047	0.052032197
0.591617374	5096.584473	8.693719864	31784.98047	0.051965459
0.591628933	5031.164063	8.686310768	31784.98047	0.051829622
0.591640505	4956.960938	8.700187683	31847.73633	0.05179224
0.591652107	5262.561035	8.69597435	31847.73633	0.052092724
0.59166365	5440.353516	8.717177391	31847.73633	0.052189373
0.591675226	5433.006836	8.669647217	31847.73633	0.052119438
0.591686803	5299.720215	8.683922768	31847.73633	0.051972495
0.591698376	4963.412598	8.692547798	31917.78906	0.051640022
0.591709965	4825.208496	8.692885399	31917.78906	0.05162467
